Event Name,TEMP ID,TEMP Validation Time,Status,Total Validado,TEMP Usuarios de Validadores
::: VIERNES 26 de Septiembre :::  Minau radio x Killerdrumz 002,6900,"sábado, enero 1, 2000, 01:00",No Ingresado,49,
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"sábado, enero 1, 2000, 01:00",No Ingresado,304,
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"viernes, septiembre 26, 2025, 17:00",Validado,1,vietticpublicidad@gmail.com
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"viernes, septiembre 26, 2025, 17:00",Validado,4,acreditadorfruta@gmail.com
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"viernes, septiembre 26, 2025, 18:00",Validado,3,vietticpublicidad@gmail.com
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"viernes, septiembre 26, 2025, 18:00",Validado,118,acreditadorfruta@gmail.com
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"viernes, septiembre 26, 2025, 19:00",Validado,105,vietticpublicidad@gmail.com
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"viernes, septiembre 26, 2025, 19:00",Validado,207,acreditadorfruta@gmail.com
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"viernes, septiembre 26, 2025, 20:00",Validado,56,vietticpublicidad@gmail.com
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"viernes, septiembre 26, 2025, 20:00",Validado,139,acreditadorfruta@gmail.com
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"viernes, septiembre 26, 2025, 21:00",Validado,14,vietticpublicidad@gmail.com
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"viernes, septiembre 26, 2025, 21:00",Validado,22,acreditadorfruta@gmail.com
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"viernes, septiembre 26, 2025, 23:00",Validado,9,vietticpublicidad@gmail.com
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"sábado, septiembre 27, 2025, 00:00",Validado,1,acreditadorfruta@gmail.com
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"sábado, septiembre 27, 2025, 01:00",Validado,2,acreditadorfruta@gmail.com
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"sábado, septiembre 27, 2025, 01:00",Validado,2,vietticpublicidad@gmail.com
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"sábado, septiembre 27, 2025, 02:00",Validado,3,vietticpublicidad@gmail.com
"26.09 | FRUTA SUNSET DÍA 1 ELECTRÓNICA | Héctor Couto, Martín Huergo & more. ",6565,"domingo, septiembre 28, 2025, 22:00",Validado,1,vietticpublicidad@gmail.com
26.09 | POST FRUTA SUNSET DIA 1 ELECTRONICA| Fruta,6880,"sábado, enero 1, 2000, 01:00",No Ingresado,74,
26.09 | POST FRUTA SUNSET DIA 1 ELECTRONICA| Fruta,6880,"viernes, septiembre 26, 2025, 23:00",Validado,2,vietticpublicidad@gmail.com
26.09 | POST FRUTA SUNSET DIA 1 ELECTRONICA| Fruta,6880,"sábado, septiembre 27, 2025, 00:00",Validado,10,vietticpublicidad@gmail.com
26.09 | POST FRUTA SUNSET DIA 1 ELECTRONICA| Fruta,6880,"sábado, septiembre 27, 2025, 01:00",Validado,12,vietticpublicidad@gmail.com
26.09 | POST FRUTA SUNSET DIA 1 ELECTRONICA| Fruta,6880,"sábado, septiembre 27, 2025, 01:00",Validado,27,acreditadorfruta@gmail.com
26.09 | POST FRUTA SUNSET DIA 1 ELECTRONICA| Fruta,6880,"sábado, septiembre 27, 2025, 02:00",Validado,1,acreditadorfruta@gmail.com
26.09 | POST FRUTA SUNSET DIA 1 ELECTRONICA| Fruta,6880,"sábado, septiembre 27, 2025, 02:00",Validado,15,vietticpublicidad@gmail.com
26.09 | POST FRUTA SUNSET DIA 1 ELECTRONICA| Fruta,6880,"sábado, septiembre 27, 2025, 03:00",Validado,2,vietticpublicidad@gmail.com
26.09 | POST FRUTA SUNSET DIA 1 ELECTRONICA| Fruta,6880,"sábado, septiembre 27, 2025, 03:00",Validado,5,acreditadorfruta@gmail.com
27.09 | FRUTA SUNSET DÍA 2 - Desakta2 | Cordoba Shopping,6637,"sábado, enero 1, 2000, 01:00",No Ingresado,196,
27.09 | FRUTA SUNSET DÍA 2 - Desakta2 | Cordoba Shopping,6637,"sábado, septiembre 27, 2025, 17:00",Validado,115,vietticpublicidad@gmail.com
27.09 | FRUTA SUNSET DÍA 2 - Desakta2 | Cordoba Shopping,6637,"sábado, septiembre 27, 2025, 18:00",Validado,208,vietticpublicidad@gmail.com
27.09 | FRUTA SUNSET DÍA 2 - Desakta2 | Cordoba Shopping,6637,"sábado, septiembre 27, 2025, 19:00",Validado,273,vietticpublicidad@gmail.com
27.09 | FRUTA SUNSET DÍA 2 - Desakta2 | Cordoba Shopping,6637,"sábado, septiembre 27, 2025, 20:00",Validado,156,vietticpublicidad@gmail.com
27.09 | FRUTA SUNSET DÍA 2 - Desakta2 | Cordoba Shopping,6637,"sábado, septiembre 27, 2025, 21:00",Validado,15,vietticpublicidad@gmail.com
27.09 | FRUTA SUNSET DÍA 2 - Desakta2 | Cordoba Shopping,6637,"sábado, septiembre 27, 2025, 22:00",Validado,3,vietticpublicidad@gmail.com
27.09 | FRUTA SUNSET DÍA 2 - Desakta2 | Cordoba Shopping,6637,"domingo, septiembre 28, 2025, 22:00",Validado,1,vietticpublicidad@gmail.com
27.09 | POST FRUTA SUNSET DIA 2 ANANA | Cachengue,6923,"sábado, enero 1, 2000, 01:00",No Ingresado,4,
27.09 | POST FRUTA SUNSET DIA 2 ANANA | Cachengue,6923,"domingo, septiembre 28, 2025, 01:00",Validado,17,vietticpublicidad@gmail.com
27.09 | POST FRUTA SUNSET DIA 2 ANANA | Cachengue,6923,"domingo, septiembre 28, 2025, 02:00",Validado,3,acreditadorfruta@gmail.com
27.09 | POST FRUTA SUNSET DIA 2 ANANA | Cachengue,6923,"domingo, septiembre 28, 2025, 02:00",Validado,35,vietticpublicidad@gmail.com
27.09 | POST FRUTA SUNSET DIA 2 ANANA | Cachengue,6923,"domingo, septiembre 28, 2025, 03:00",Validado,4,acreditadorfruta@gmail.com
28.09 NO SLEEP CLUB ,6694,"sábado, enero 1, 2000, 01:00",No Ingresado,77,
28.09 NO SLEEP CLUB ,6694,"domingo, septiembre 28, 2025, 06:00",Validado,42,validador@flamaap.com
28.09 NO SLEEP CLUB ,6694,"domingo, septiembre 28, 2025, 07:00",Validado,47,validador@flamaap.com
28.09 NO SLEEP CLUB ,6694,"domingo, septiembre 28, 2025, 08:00",Validado,19,validador@flamaap.com
28.09 NO SLEEP CLUB ,6694,"domingo, septiembre 28, 2025, 09:00",Validado,12,validador@flamaap.com
28.09 NO SLEEP CLUB ,6694,"domingo, septiembre 28, 2025, 10:00",Validado,3,validador@flamaap.com
"2GTHR ft ALMA pres: NACHO BOLOGNANI, FESTA BROS, ASTROBOY @ Morocco. Viernes 26/09",6578,"sábado, enero 1, 2000, 01:00",No Ingresado,"4,103",
"2GTHR ft ALMA pres: NACHO BOLOGNANI, FESTA BROS, ASTROBOY @ Morocco. Viernes 26/09",6578,"sábado, septiembre 27, 2025, 00:00",Validado,88,2gthr-qr@venti.la
"2GTHR ft ALMA pres: NACHO BOLOGNANI, FESTA BROS, ASTROBOY @ Morocco. Viernes 26/09",6578,"sábado, septiembre 27, 2025, 01:00",Validado,279,2gthr-qr@venti.la
"2GTHR ft ALMA pres: NACHO BOLOGNANI, FESTA BROS, ASTROBOY @ Morocco. Viernes 26/09",6578,"sábado, septiembre 27, 2025, 02:00",Validado,183,2gthr-qr@venti.la
"2GTHR ft ALMA pres: NACHO BOLOGNANI, FESTA BROS, ASTROBOY @ Morocco. Viernes 26/09",6578,"sábado, septiembre 27, 2025, 03:00",Validado,10,2gthr-qr@venti.la
ABITY @ CRIB,6866,"sábado, enero 1, 2000, 01:00",No Ingresado,288,
ABITY @ CRIB,6866,"domingo, septiembre 28, 2025, 00:00",Validado,6,administrador@crib-agency.com
ABITY @ CRIB,6866,"domingo, septiembre 28, 2025, 01:00",Validado,13,administrador@crib-agency.com
ABITY @ CRIB,6866,"domingo, septiembre 28, 2025, 02:00",Validado,16,administrador@crib-agency.com
ABITY @ CRIB,6866,"domingo, septiembre 28, 2025, 03:00",Validado,30,administrador@crib-agency.com
ABITY @ CRIB,6866,"domingo, septiembre 28, 2025, 04:00",Validado,23,administrador@crib-agency.com
ABITY @ CRIB,6866,"domingo, septiembre 28, 2025, 05:00",Validado,9,administrador@crib-agency.com
Atardeceres del Vino - La Finquita 1920 - 27/09,5782,"sábado, enero 1, 2000, 01:00",No Ingresado,135,
Atardeceres del Vino - La Finquita 1920 - 27/09,5782,"sábado, septiembre 27, 2025, 19:00",Validado,241,faith.mza1@gmail.com
Atardeceres del Vino - La Finquita 1920 - 27/09,5782,"sábado, septiembre 27, 2025, 20:00",Validado,232,faith.mza1@gmail.com
Atardeceres del Vino - La Finquita 1920 - 27/09,5782,"sábado, septiembre 27, 2025, 21:00",Validado,163,faith.mza1@gmail.com
Atardeceres del Vino - La Finquita 1920 - 27/09,5782,"sábado, septiembre 27, 2025, 22:00",Validado,56,faith.mza1@gmail.com
Atardeceres del Vino - La Finquita 1920 - 27/09,5782,"sábado, septiembre 27, 2025, 23:00",Validado,11,faith.mza1@gmail.com
AUDIOFIX PRESENTA,6895,"sábado, enero 1, 2000, 01:00",No Ingresado,57,
AUDIOFIX PRESENTA,6895,"sábado, septiembre 27, 2025, 00:00",Validado,12,bela@validador.com
AUDIOFIX PRESENTA,6895,"sábado, septiembre 27, 2025, 01:00",Validado,4,bela@validador.com
AUDIOFIX PRESENTA,6895,"sábado, septiembre 27, 2025, 02:00",Validado,4,bela@validador.com
"BEALIVE PRESENTA - NIM, CCINNI & TIELLO x FLAMA",6892,"sábado, enero 1, 2000, 01:00",No Ingresado,240,
"BEALIVE PRESENTA - NIM, CCINNI & TIELLO x FLAMA",6892,"jueves, septiembre 25, 2025, 22:00",Validado,3,sharon.kegalj@gmail.com
"BEALIVE PRESENTA - NIM, CCINNI & TIELLO x FLAMA",6892,"jueves, septiembre 25, 2025, 23:00",Validado,46,sharon.kegalj@gmail.com
"BEALIVE PRESENTA - NIM, CCINNI & TIELLO x FLAMA",6892,"viernes, septiembre 26, 2025, 00:00",Validado,74,sharon.kegalj@gmail.com
"BEALIVE PRESENTA - NIM, CCINNI & TIELLO x FLAMA",6892,"viernes, septiembre 26, 2025, 01:00",Validado,2,sharon.kegalj@gmail.com
Beta Test: Ensayo abierto pre-Mutek.AR,6878,"sábado, enero 1, 2000, 01:00",No Ingresado,110,
Beta Test: Ensayo abierto pre-Mutek.AR,6878,"miércoles, septiembre 24, 2025, 20:00",Validado,88,bela@validador.com
Beta Test: Ensayo abierto pre-Mutek.AR,6878,"miércoles, septiembre 24, 2025, 21:00",Validado,10,bela@validador.com
BLACK CREAM SPRING SEASON VOL. 6 COMPE DE PERREO,6876,"sábado, enero 1, 2000, 01:00",No Ingresado,793,
BLACK CREAM SPRING SEASON VOL. 6 COMPE DE PERREO,6876,"lunes, septiembre 22, 2025, 00:00",Validado,17,gigenata@gmail.com
BLACK CREAM SPRING SEASON VOL. 6 COMPE DE PERREO,6876,"lunes, septiembre 22, 2025, 01:00",Validado,77,c.aldanas@outlook.com
BLACK CREAM SPRING SEASON VOL. 6 COMPE DE PERREO,6876,"lunes, septiembre 22, 2025, 01:00",Validado,227,gigenata@gmail.com
BLACK CREAM SPRING SEASON VOL. 6 COMPE DE PERREO,6876,"lunes, septiembre 22, 2025, 02:00",Validado,1,lumey22@hotmail.com
BLACK CREAM SPRING SEASON VOL. 6 COMPE DE PERREO,6876,"lunes, septiembre 22, 2025, 02:00",Validado,28,gigenata@gmail.com
BLACK CREAM SPRING SEASON VOL. 6 COMPE DE PERREO,6876,"lunes, septiembre 22, 2025, 02:00",Validado,134,c.aldanas@outlook.com
BLACK CREAM SPRING SEASON VOL. 6 COMPE DE PERREO,6876,"lunes, septiembre 22, 2025, 03:00",Validado,6,c.aldanas@outlook.com
BLACK CREAM SPRING SEASON VOL.7 ,6889,"sábado, enero 1, 2000, 01:00",No Ingresado,506,
BLACK CREAM SPRING SEASON VOL.7 ,6889,"viernes, septiembre 26, 2025, 00:00",Validado,7,gigenata@gmail.com
BLACK CREAM SPRING SEASON VOL.7 ,6889,"viernes, septiembre 26, 2025, 00:00",Validado,13,nicolasabreguo@gmail.com
